simcell_1	gray
simcell_423,simcell_424	linen
simcell_252	midnightblue
simcell_218	tan
simcell_966	paleturquoise
simcell_345	deepskyblue
simcell_520	darkviolet
simcell_521	darkorchid
simcell_528	silver
simcell_743	steelblue
simcell_774	indigo
simcell_553	orangered
simcell_991	goldenrod
simcell_984	lightgreen
simcell_379	mediumslateblue
simcell_560,simcell_558	mediumblue
simcell_654	gainsboro
simcell_453	sandybrown
simcell_457,simcell_459,simcell_458,simcell_298,simcell_460	darkmagenta
simcell_695	lightcyan
simcell_1082,simcell_910,simcell_1083	aliceblue
simcell_492	slategray
simcell_495	ivory
simcell_493	navajowhite
simcell_1091	lightskyblue
simcell_1085,simcell_1086,simcell_1084,simcell_914,simcell_915	darkslategray
simcell_926	darkolivegreen
simcell_927	azure
simcell_718,simcell_719	deeppink
simcell_717,simcell_714,simcell_944,simcell_947,simcell_945	amethyst
simcell_709,simcell_935,simcell_936,simcell_931,simcell_932,simcell_930,simcell_1095,simcell_934	mediumaquamarine
simcell_251	blueviolet
simcell_559	lightsteelblue
simcell_461	blue
simcell_299	ghostwhite
simcell_722,simcell_720	mediumseagreen
simcell_943	darkcyan
simcell_713	chartreuse
simcell_946	violet
simcell_712,simcell_940,simcell_938,simcell_937,simcell_939,simcell_941,simcell_942	greenyellow
simcell_1094	maroon
simcell_933	coral
simcell_1093	oldlace
simcell_504	orange
simcell_1096	red
simcell_1098	lemonchiffon
simcell_723	darkturquoise
simcell_721	mintcream
simcell_1097	midnightblue
